CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
92957,RNFI Services,INE0SA001017,Poor,-,Poor,,Poor,,Poor,,Poor,Average,1,,53.5,53.5,100,NSE symbol downgrade,,903.54,112.12,916.78,1.21296705,PET Good,F-Check Passed,0,,,SM,2.2171734,1.6387732,1.1903864,,,,,Poor,No,Yes,No,Poor,,3,No,2,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
92958,Bulkcorp Inter.,INE0SZ301012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,56.36,31,60.38,0.020775868,PET Good,F-Check Passed,0,,,SM,0.0228455,0.024468545,0.015492,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92959,Crizac,INE0S4R01014,Average,-,Poor,,Poor,,Poor,,Poor,Average,1,0.014055739,14.56,14.55,30,PET Check,,5366.71,339.15,530.05,37.9426044,,F-Check Passed,0,,,EQ,77.0923252,46.4807692,29.4044396,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,35,Average,
92960,Rajputana Indu.,INE0PCU01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , NSE symbol downgrade",ADTO in Cr,180.83,64.21,552.41,0.142030263,PET Good,F-Check Passed,0,,,SM,0.17349075,0.094867875,0.082825713,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92964,Afcom Holdings,INE0OXY01013,Poor,-,Poor,,Poor,,Poor,,Poor,Average,1,,53.5,53.5,100,BSE symbol downgrade,,2069.9,220.37,238.72,7.4864036,PET Good,F-Check Passed,0,,M,,15.4882192,9.0290168,7.085348,,,,,Poor,Yes,No,No,Poor,,3,No,2,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
92965,GSM Foils,INE0SQY01018,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,316.6,31.24,133.8,0.699008075,PET Good,F-Check Passed,0,,,SM,0.8772762,0.8988227,0.6297018,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
92971,Techera Enginee.,INE0JQS01019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,487.45,49.82,49.5,1.54704135,PET Good,F-Check Passed,0,,,ST,0.34776915,3.875832,9.3430648,,,,,Poor,No,Yes,No,Poor,,2,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
92972,Shubhshree Bio.,INE0UL701015,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , NSE symbol downgrade",,222,30.26,162.66,0.29312265,,F-Check Passed,0,,,SM,0.2280768,0.324940725,0.1721785,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92973,V.L.Infraproject,INE0QXL01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,50.59,41.91,121.04,0.090207516,PET Good,F-Check Passed,0,,,SM,0.045483159,0.083732856,0.042472875,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92974,Supreme Facility,INE0U6N01014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , NSE symbol downgrade",ADTO in Cr,97.58,88.72,401.36,0.078776382,PET Good,F-Check Passed,0,,,SM,0.08232495,0.099839619,0.064374475,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92976,Chetana Educa.,INE0U1T01012,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,152.9,79.04,102.47,0.2184776,PET Good,F-Check Passed,0,,,SM,0.150721263,0.221789475,0.0468635,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92977,Greenleaf Envi.,INE0PLX01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,75.45,12.63,38.85,0,PET Good,F-Check Passed,0,,,SM,0,0,1.5313083,,,,,Poor,No,Yes,No,Poor,Restricted,1,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
92982,Three M Paper,INE0UK501010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"Mcap , ADTO in Cr , BSE symbol downgrade",ADTO in Cr,70.31,103.84,265.53,0.040203588,PET Good,F-Check Passed,0,,M,,0.0484928,0.0425587,0.018928286,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
92983,Popular Found.,INE0PZB01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,54.82,42.7,58.68,0.042536063,PET Good,F-Check Passed,0,,M,,0.129572425,0.0331677,0.033172144,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92984,Aelea Commoditi.,INE0T3401029,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"ADTO in Cr , Rev , PET Check , BSE symbol downgrade",,391.39,102.26,182.14,1.0216902,,F-Check Passed,0,,M,,0.8227217,1.8246002,1.6212831,,,,,Poor,Yes,No,No,Poor,,2,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
92985,Avi Ansh,INE0TFB01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,167.72,12.56,120.71,0.155671426,PET Good,F-Check Passed,0,,,SM,0.141297138,0.128962275,0.170045713,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92986,Bikewo Green,INE0SQH01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,20.8,16.77,24.99,0.029610024,PET Good,F-Check Passed,0,,,SM,0.0162055,0.038539547,0.0437105,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92990,Forcas Studio,INE0U2501017,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,229.68,63.66,153.59,0.47119775,PET Good,F-Check Passed,0,,,SM,0.33483,1.6681753,0.4153859,,,,,Poor,No,Yes,No,Poor,,1,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92991,Nephro Care,INE0SUN01013,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,224.71,53.49,46.13,0.25068715,PET Good,F-Check Passed,0,,,ST,0.73323275,0.23137145,0.190406863,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92992,Trom Industries,INE0SYV01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,86.57,46.74,93.32,0.087984932,PET Good,F-Check Passed,0,,,SM,0.0742002,0.083987,0.039933475,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92994,Ashapura Logi.,INE0LAA01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"Mcap , ADTO in Cr , NSE symbol downgrade",ADTO in Cr,95.77,130.31,230.97,0.08343425,PET Good,F-Check Passed,0,,,SM,0.077047,0.159065,0.040303,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
92996,A B Lifestyle,INE14LE01019,Poor,-,Poor,,Poor,,Poor,,Poor,Good,2,1.03E-06,12.5,12.5,100,"PET Check , F-Score",,16312.04,1277.08,7829.96,26.4350687,,,0,,B,EQ,16.9080058,21.084791,31.7853464,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93011,Jeyyam Global,INE0RXB01022,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,100,100,100,"ADTO in Cr , NSE symbol downgrade",,331.53,167.33,762.4,0.460437825,PET Good,F-Check Passed,0,,,ST,0.70587285,0.7038609,0.8497214,,,,,Poor,No,Yes,No,Poor,,0,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
93014,Newmalayalam St.,INE0TP801012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , PET Check , NSE symbol downgrade",ADTO in Cr,56.01,78.35,306.02,0.0417686,,F-Check Passed,0,,,SM,0.0914988,0.051977819,0.030031428,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93015,Namo eWaste,INE08NZ01012,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,419.16,88.79,149.83,0.937637925,PET Good,F-Check Passed,0,,,SM,0.57700875,1.1105313,1.4603442,,,,,Poor,No,Yes,No,Poor,,2,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93016,C2C Advanced,INE0U7V01015,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,100,100,100,"Rev , NSE symbol downgrade",,1113.46,197.59,115.11,2.1224268,PET Good,F-Check Passed,0,,,ST,4.4793648,2.1489748,2.0958788,,,,,Poor,No,Yes,No,Poor,,3,No,2,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93017,Deccan Transcon,INE0S7C01019,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,79.76,89.35,166.31,0.075966738,PET Good,F-Check Passed,0,,,SM,0.1839453,0.033298856,0.029745881,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93018,Envirotech Sys.,INE0SUH01015,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,302.89,63.9,47.61,0.649996675,PET Good,F-Check Passed,0,,,SM,0.6719031,0.62759115,0.28672715,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93035,Kalana Ispat,INE0T0L01014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,38.73,4.42,83.04,0.091917669,PET Good,F-Check Passed,0,,,SM,0.060939475,0.28456375,0.048937,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
93045,Aesthetik Engi.,INE0TSF01011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,196.22,44.46,66.24,0.326415913,PET Good,F-Check Passed,0,,,SM,0.163234288,0.60935775,0.3338379,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93047,Travels & Rent.,INE0SG001011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,38.99,28.24,11.45,0.041600919,PET Good,F-Check Passed,0,,M,,0.025606714,0.052958538,0.193969425,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93048,Shreenath Paper,INE0RXS01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,40.49,44.62,102.58,0.04966243,,F-Check Passed,0,,M,,0.063795,0.031089631,0.0277365,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
93049,WOL 3D India,INE0OO201011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,82.07,35.79,48.24,0.1355335,PET Good,F-Check Passed,0,,,SM,0.22387525,0.11707295,0.081830475,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93113,All Time Plastic,INE0GV601021,Average,-,Poor,,Poor,,Poor,,Poor,Average,0,0.003059896,12.5,12.5,30,,,1979.65,248.78,558.17,3.371609313,PET Good,F-Check Passed,0,,B,EQ,147.1719376,16.4695674,6.743218625,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,26.5,Average,
93129,Effwa Infra,INE0U9101019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,481.35,94.88,185.12,0.5347856,PET Good,F-Check Passed,0,,,SM,0.321044575,0.42427235,0.64529885,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93130,Vision Infra,INE0TR001017,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,53.5,53.5,100,"ADTO in Cr , NSE symbol downgrade",,552.24,164.65,443.27,0.9294383,PET Good,F-Check Passed,0,,,SM,0.6569078,2.085962,0.9130196,,,,,Poor,No,Yes,No,Poor,,1,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93131,Share Samadhan,INE0LY301010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,74.85,34.87,14.44,0.092461444,PET Good,F-Check Passed,0,,M,,0.0457992,0.149665038,0.103477838,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93132,Solve Plastic,INE0U0201016,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , NSE symbol downgrade",ADTO in Cr,11.79,9.98,41.46,0.009836769,,,0,,,SM,0.0130532,0.007209,0.008604,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,Restricted
93133,Sathlokhar Sys.,INE0RFP01011,Poor,-,Poor,,Poor,,Poor,,Poor,Average,1,,53.5,53.5,100,NSE symbol downgrade,,1347.74,172.43,399.37,4.0732846,PET Good,F-Check Passed,0,,,SM,5.3013836,4.108254,4.0383152,,,,,Poor,No,Yes,No,Poor,,3,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93134,Sunlite Recycli.,INE0U2N01013,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , PET Check , NSE symbol downgrade",,220.7,60.03,1396.71,0.299713825,,F-Check Passed,0,,,SM,0.128055788,0.341917375,0.340437325,,,,,Poor,No,Yes,No,Poor,,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93135,Utssav CZ Gold,INE06IJ01010,Poor,-,Poor,,Poor,,Poor,,Poor,Average,3,,53.5,53.5,100,"ADTO in Cr , PET Check , NSE symbol downgrade",,616.17,126.79,646.32,0.9117701,,F-Check Passed,0,,,SM,0.7274423,0.70159745,3.4139216,,,,,Poor,No,Yes,No,Poor,,1,No,2,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93183,Vdeal System,INE0U2M01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,111.99,6.29,26.22,0.108413469,PET Good,F-Check Passed,0,,,SM,0.215738575,0.111364938,0.140233763,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93184,Saj Hotels,INE00MT01022,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,106.43,89.1,14.26,0.177948369,PET Good,F-Check Passed,0,,,SM,0.123888125,0.305042625,0.161225625,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
93185,Picturepost Stu.,INE0YAL01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,37.8,28.36,37.12,0.081793485,PET Good,F-Check Passed,0,,,SM,0.09572175,0.1069,0.059037856,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93186,Amwill Health,INE0U2L01017,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",,108.02,69.21,40.58,0.235404438,,F-Check Passed,0,,M,,0.0979728,0.070078113,0.0584756,,,,,Poor,Yes,No,No,Poor,,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93187,Dhariwalcorp,INE0YRN01017,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , PET Check , NSE symbol downgrade",,175.22,34.62,233.51,0.697938925,,F-Check Passed,0,,,SM,0.30346725,3.838108,1.7422028,,,,,Poor,No,Yes,No,Poor,,2,No,1,,,,,No,0,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93188,Ideal Technopl.,INE0T9I01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,100.98,23.73,28.48,0.073536266,PET Good,F-Check Passed,0,,,ST,0.15481805,0.049290588,0.040659231,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93217,Purple Finance,INE0CYK01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,30.5,30.53,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,220.09,77.13,14.85,0.180620144,,,10.48,,X,,0.121844038,0.091121656,0.23939625,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
93218,HP Telecom,INE0VA601019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , PET Check , NSE symbol downgrade",,359.17,75.46,1564.61,0.202026538,,F-Check Passed,0,,,ST,0.035737716,0.3082756,0.2061705,,,,,Poor,No,Yes,No,Poor,,0,No,2,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93219,Prizor Viztech,INE0V9N01017,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,359.22,42.83,71.09,0.645655425,PET Good,F-Check Passed,0,,,ST,0.5311859,0.7934529,0.56215285,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93220,Neelam Linens,INE0N1401016,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , NSE symbol downgrade",ADTO in Cr,37.81,39.16,110.43,0.068171078,,F-Check Passed,0,,,SM,0.063136156,0.03768,0.044757,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93240,Khyati Global,INE0S9501014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,78.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade , Not traded",ADTO in Cr,44.31,30.59,117.55,0.023655067,PET Good,F-Check Passed,0,,M,,0.083752869,0.025884133,0.021426,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,24/10/2025,Yes,0,Poor,
93244,Thinking Hats,INE0SHE01019,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,40.71,11,26.63,0.115811719,PET Good,F-Check Passed,0,,,SM,0.051688928,0.131217188,0.15949125,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
93245,Quadrant Future,INE0LRY01011,Average,-,Average,,Poor,,Poor,,Poor,Poor,2,0.026606322,24.53,25.3,30,"Rev , F-Score",,1274.4,297.91,150.61,27.9212359,PET Good,,0,0.08,B,EQ,13.9997503,47.720934,10.35654165,,,,,Average,No,No,No,Poor,,3,Yes,2,Upgrade,,,,No,1,Yes,,,Average,Average,31/10/2025,No,38.61,Average,
93246,Kenrik Indust.,INE0AOG01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,15.25,13.6,74.74,0.032117417,,F-Check Passed,0,,M,,0.025689231,0.0281235,0.0186138,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,Restricted
93247,HVAX Technolog.,INE0TO501019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,250.47,72.02,131.03,0.268471925,PET Good,F-Check Passed,0,,,SM,0.249442875,0.287500975,0.12707925,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93248,Pranik Logistics,INE0VJG01014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,87.26,37.88,104.76,0.08833791,PET Good,F-Check Passed,0,,,SM,0.108806225,0.086969713,0.056301331,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93253,Solara Active PP,IN9624Z01022,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25.03,25,100,"ADTO in Cr , PET Check , F-Score , Market Cap/ISIN , Not traded",ADTO in Cr,,,,0.061879642,,,,,B,E1,0.054910489,0.068848794,0.026612058,,,,,Poor,No,No,Yes,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,,Yes,0,Poor,
93254,OSEL Devices,INE0RMF01018,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,100,100,100,"ADTO in Cr , Rev , NSE symbol downgrade",,1142.54,107.95,186.47,1.17543705,PET Good,F-Check Passed,0,,,ST,3.339805,0.822282,1.146753,,,,,Poor,No,Yes,No,Poor,,2,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
