CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
140,DMCC Speciality,INE505A01010,Average,-,Average,,Poor,,Poor,,Poor,Average,1,,21.83,21.83,30,Impact Cost,,750.19,227.58,435.9,3.789710125,PET Good,F-Check Passed,0,1.11,B,EQ,6.250471975,1.579738413,1.304581344,,,Upgraded_to_Average,,Average,No,No,No,Poor,,3,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,35.88,Average,
141,DCW,INE500A01029,Good,-,Good,,Good,,Good,,Good,Good,0,0.04541914,20.99,20.99,20.99,,,1868.63,1032.69,2000.34,8.541828975,PET Good,F-Check Passed,3.9,0.08,A,EQ,9.6164239,5.30441155,4.03092025,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35.03,Good,
142,Diamines & Chem.,INE591D01014,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,21.87,20.97,100,"ADTO in Cr , Rev",,254.04,161.25,71.47,0.32264545,PET Good,F-Check Passed,0,0.6,B,EQ,0.238774044,0.263141397,0.382149503,,,,,Poor,No,No,No,Poor,,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
146,Fermenta Biotec.,INE225B01021,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,24.86,24.86,100,"ADTO in Cr , BSE symbol downgrade",,811.27,362.67,469.48,0.63934035,PET Good,F-Check Passed,0,,X,,0.4434681,1.1958481,0.7090971,,,,,Poor,Yes,No,No,Poor,,1,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
148,EID Parry,INE126A01031,Good,-,Good,,Good,,Good,,Good,Good,0,0.041397601,16.67,16.66,16.67,,,19042.73,7935.73,31608.61,31.43113395,PET Good,F-Check Passed,0,0.05,A,EQ,38.4325819,20.9124067,16.573308,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,30.7,Good,
149,P & G Health Ltd,INE199A01012,Good,-,Average,,Average,,Average,,Average,Average,0,0.034907267,12.56,12.57,12.57,,,10249.04,536.96,934.17,6.057798063,PET Good,F-Check Passed,0,0.1,A,EQ,20.1829036,5.8694698,6.246126325,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,26.6,Good,
150,EIH,INE230A01023,Good,-,Good,,Good,,Good,,Good,Good,0,0.028783249,18.2,18.2,18.2,,,24389.2,4612.83,2743.15,17.45221315,PET Good,F-Check Passed,0,0.06,A,EQ,45.620777,18.1445581,23.2435624,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,32.23,Good,
152,Elecon Engg.Co,INE205B01031,Average,-,Good,,Good,,Good,,Good,Good,0,0.023500292,22.29,22.15,30,,,12601.18,1998.69,2226.96,39.9028234,PET Good,F-Check Passed,0,0.07,A,EQ,16.0266147,35.9845198,34.8583648,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,36.19,Good,
154,Electrost.Cast.,INE086A01029,Average,-,Good,,Good,,Good,,Good,Good,0,0.030539476,22.05,22.05,30,,,5645.26,5781.6,7319.97,20.9561802,PET Good,F-Check Passed,11.44,0.06,A,EQ,15.6753708,13.317934,9.6785457,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,36.08,Good,
155,Elgi Equipments,INE285A01027,Average,-,Good,,Good,,Good,,Good,Good,0,0.018807098,19.45,19.45,30,,,15761.47,1865.6,3510.4,24.30446825,PET Good,F-Check Passed,0.67,0.07,A,EQ,18.0270083,26.9307027,17.324022,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
156,Elpro Internatio,INE579B01039,Poor,-,Poor,,Poor,,Average,,Average,Average,1,,22,22,100,ADTO in Cr,,1447.69,2036.4,390.23,0.562580925,PET Good,F-Check Passed,0,0.38,B,EQ,0.5032877,0.8415246,0.44590075,,,,,Poor,No,No,No,Poor,,0,No,3,,,,,Yes,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
159,GE Vernova T&D,INE200A01026,Good,-,Good,,Good,,Good,,Good,Good,0,0.091288135,20.93,20.93,20.93,,,77812.31,1773.11,4292.3,115.0090584,PET Good,F-Check Passed,0,0.19,A,EQ,179.6963904,114.9142052,129.4690616,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,34.97,Good,
160,Hinduja Foundrie,INE291F01016,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,4,,100,100,100,"ADTO in Cr , Impact Cost , F-Score , Not traded",ADTO in Cr,769.21,190.97,845.18,0.060322272,PET Good,,0,1.99,B,EQ,0.120644543,0.120644543,0.120644543,,,,,Poor,No,No,No,Poor,Restricted,0,No,3,,,,,No,2,No,,,Poor,Poor,5/6/2017,Yes,0,Average,
161,Escorts Kubota,INE042A01014,Good,-,Good,,Good,,Good,,Good,Good,0,0.04556214,15.23,15.21,15.23,,,42393.84,10366.8,10243.88,58.3200157,PET Good,F-Check Passed,0,0.04,A,EQ,45.4921258,112.5390764,54.6062748,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,29.21,Good,
164,EPL Ltd,INE255A01020,Good,-,Good,,Good,,Good,,Good,Good,0,0.040183364,17.35,17.4,17.4,,,6451.56,2354.8,4213.3,15.37895638,PET Good,F-Check Passed,0,0.06,A,EQ,18.3813828,13.48521845,7.71764185,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.44,Good,
165,Everest Inds.,INE295A01018,Average,-,Average,,Poor,,Good,,Good,Good,1,0.00101657,20.61,20.6,30,ADTO in Cr,,945.24,596.61,1722.82,0.819424278,PET Good,F-Check Passed,0,0.93,B,EQ,2.234836638,1.514777438,0.964512581,,,,,Average,No,No,No,Poor,,2,No,3,,,,,Yes,3,Yes,Upgrade,Yes,Average,Average,31/10/2025,No,35,Good,
166,Excel Industries,INE369A01029,Average,-,Average,,Poor,,Average,,Average,Average,1,0.003387205,20.49,20.46,30,ADTO in Cr,,1409.11,1588.72,978.07,2.763910463,PET Good,F-Check Passed,0,0.23,B,EQ,3.646942575,1.216642869,0.641916459,,,,,Average,No,No,No,Poor,,2,No,3,,,,,Yes,3,Yes,Upgrade,Yes,Average,Average,31/10/2025,No,35,Good,
167,FGP,INE512A01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , BSE symbol downgrade",ADTO in Cr,12.25,3.35,0.23,0.011351222,PET Good,F-Check Passed,0,4.6,XT,EQ,0.014880205,0.005330318,0.010833095,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
171,Finolex Cables,INE235A01022,Good,-,Good,,Good,,Good,,Good,Good,0,0.132612707,17.89,17.88,17.89,,,12016.44,5495.25,5318.89,26.7822968,PET Good,F-Check Passed,0,0.06,A,EQ,32.09427,15.5652801,18.4340463,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.91,Good,
176,Foods & Inns,INE976E01023,Poor,-,Average,,Poor,,Average,,Average,Average,1,,23.21,23.13,100,ADTO in Cr,,601.12,539.09,992.08,0.683438288,PET Good,F-Check Passed,21.15,0.28,B,EQ,0.589451681,0.683952544,0.682924031,,,,,Average,No,No,No,Poor,,0,No,3,,,,,Yes,3,Yes,Upgrade,,Average,Average,31/10/2025,No,0,Good,
180,GKW,INE528A01020,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,25,25,100,"ADTO in Cr , Rev , PET Check , F-Score",,1058.72,2569.93,32.78,0.376867988,,,0,,,EQ,1.068151,0.088686506,0.345745375,,,,,Poor,No,No,No,Poor,,1,No,2,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
181,Graviss Hospital,INE214F01026,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,28.01,28.03,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,280.24,192.5,61.15,0.022378692,PET Good,F-Check Passed,0,,X,,0.019924842,0.040730709,0.024832542,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
183,Delta Manufact.,INE393A01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,26.59,26.59,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , F-Score",ADTO in Cr,82.99,14.6,61,0.055346436,PET Good,,0,1.9,B,EQ,0.024347177,0.051382777,0.059310094,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
184,Gabriel India,INE524A01029,Average,-,Good,,Good,,Good,,Good,Good,0,0.023953924,24.11,24.12,30,,,18311.73,1183.28,4063.38,52.969324,PET Good,F-Check Passed,0,0.07,A,EQ,64.4071004,78.9576852,34.2417846,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,38.17,Good,
189,Garware Hi Tech,INE291A01017,Good,-,Good,,Good,,Good,,Good,Good,0,0.060663145,29.17,29.1,29.17,,,7938.16,2371.79,2109.36,24.6273583,PET Good,F-Check Passed,0,0.14,A,EQ,27.1272986,22.127418,35.9782752,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,43.13,Good,
190,Garware Tech.,INE276A01018,Average,-,Good,,Good,,Good,,Good,Good,0,0.000591698,19.27,18.02,30,,,7531.3,1241.57,1540.11,6.45642785,PET Good,F-Check Passed,0,0.11,A,EQ,3.321147225,4.975898075,8.0248572,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
195,Glaxosmi. Pharma,INE159A01016,Good,-,Good,,Good,,Good,,Good,Good,0,0.025792082,17.89,17.92,17.92,,,44456.38,1951.31,3749.21,31.99253685,PET Good,F-Check Passed,0,0.05,A,EQ,39.150532,24.8345417,16.25073005,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.96,Good,
196,Goa Carbon,INE426D01013,Average,-,Poor,,Poor,,Poor,,Poor,Average,3,0.005125492,19.18,19.17,30,"ADTO in Cr , PET Check , F-Score",,402.19,217.61,508.47,1.571479713,,,0,0.23,B,EQ,1.222094688,0.779355575,1.84670785,,,,,Poor,No,No,No,Poor,,2,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,35,Average,
197,Federal-Mogul Go,INE529A01010,Average,-,Good,,Good,,Good,,Good,Good,0,0.001188513,17.59,17.6,30,,,2558.7,1267.94,1812.89,5.7843694,PET Good,F-Check Passed,0,0.17,B,EQ,4.5001207,2.680189,2.587538138,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
198,Forbes & Co,INE518A01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,21.4,21.4,100,"ADTO in Cr , Promoter Pledge% , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,482.01,219.48,199.23,0.087552119,,F-Check Passed,98.25,0.82,X,EQ,0.10206765,0.063404244,0.073036588,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
199,Goodyear India,INE533A01012,Average,-,Average,,Poor,,Good,,Good,Good,1,0.003118515,12.5,12.5,30,ADTO in Cr,,2260.86,602.95,2608.05,0.81260955,PET Good,F-Check Passed,0,0.27,B,EQ,0.63178815,1.412217,0.4835722,,,,,Average,No,No,No,Poor,,1,No,3,,,,,Yes,3,Yes,Upgrade,,Average,Average,31/10/2025,No,35,Good,
200,Kansai Nerolac,INE531A01024,Good,-,Good,,Good,,Good,,Good,Good,0,0.023217553,12.5,12.5,12.5,,,20063.25,6423.16,8773.26,8.3908073,PET Good,F-Check Passed,0,0.08,A,EQ,12.43590545,18.1317651,10.9202344,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,26.5,Good,
201,Goodricke Group,INE300A01016,Poor,-,Poor,Restricted,Poor,,Poor,,Average,Average,2,,19.29,19.29,100,"ADTO in Cr , BSE symbol downgrade",ADTO in Cr,404.03,270.55,929.44,0.179213263,PET Good,F-Check Passed,0,0.84,X,EQ,0.183067225,0.061265363,0.069577788,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
204,Saregama India,INE979A01025,Good,-,Good,,Good,,Good,,Good,Good,0,0.052722985,18.32,18.28,18.32,,,8770.35,1583.38,1171.36,18.86564353,PET Good,F-Check Passed,0,0.07,A,EQ,21.1778591,15.1418174,9.34925645,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,32.31,Good,
207,GE Shipping Co,INE017A01032,Good,-,Good,,Good,,Good,,Good,Good,0,0.129731892,16.93,16.91,16.93,,,15699.39,14259.16,5322.54,52.4715708,PET Good,F-Check Passed,0,0.05,A,EQ,15.5369663,50.5639352,54.3792064,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,30.92,Good,
208,Greaves Cotton,INE224A01026,Good,-,Average,,Average,,Average,,Average,Good,0,0.125841474,22.87,22.86,22.87,,,5306.53,1405.58,2918.44,71.6171578,,F-Check Passed,0,0.05,A,EQ,129.4414448,75.3191156,45.7384894,,,,,Average,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,36.89,Good,
209,Grindwell Norton,INE536A01023,Good,-,Good,,Good,,Good,,Good,Good,0,0.028788861,16.95,16.97,16.97,,,18658.53,2255.5,2811.59,11.1568093,PET Good,F-Check Passed,0,0.1,A,EQ,8.844639175,11.53166725,10.78195135,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31,Good,
210,Golden Tobacco,INE973A01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,8,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , PET Check , NSE symbol downgrade , BSE symbol downgrade","BSE Symbol , NSE Symbol , ADTO in Cr",59.69,-203.93,41.79,0.007896169,,F-Check Passed,0,3.4,Z,BZ,0.004810744,0.012154402,0.006241651,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
211,Him Teknoforg.,INE705G01021,Poor,-,Poor,,Poor,,Poor,,Poor,Average,3,,24.63,24.64,100,"ADTO in Cr , Promoter Pledge% , BSE symbol downgrade",,219.97,220.39,402.98,0.306482538,PET Good,F-Check Passed,50.91,,X,,0.2327498,0.329471275,0.385189225,,,,,Poor,Yes,No,No,Poor,,0,No,3,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
213,G N F C,INE113A01013,Good,-,Good,,Good,,Good,,Good,Good,0,0.094085792,15.7,15.58,15.7,,,7388.18,8575.64,7892.45,22.55879495,PET Good,F-Check Passed,0,0.05,A,EQ,23.824804,17.7378322,8.7443466,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,29.6,Good,
214,Setco Automotive,INE878E01021,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Shareholders Fund , ADTO in Cr , Promoter Pledge% , Impact Cost",ADTO in Cr,248.14,-693.82,718.63,0.160816156,PET Good,F-Check Passed,94.59,1.18,B,EQ,0.154893282,0.3432699,0.285873391,,,,,Poor,No,No,No,Poor,Restricted,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
216,Guj. Themis Bio.,INE942C01045,Poor,-,Average,,Poor,,Poor,,Poor,Poor,1,,24.24,24.23,100,Rev,,5045.64,248.39,150.8,8.664604875,PET Good,F-Check Passed,3.3,0.22,B,EQ,7.72508505,7.77797485,13.83851805,,,,,Average,No,No,No,Poor,,3,Yes,2,Upgrade,,,,No,1,Yes,,,Average,Average,31/10/2025,No,0,Average,
217,Gujarat Alkalies,INE186A01019,Good,-,Average,,Average,,Good,,Good,Good,0,0.023824787,16.77,16.68,16.77,,,4197.46,5669.58,4072.91,3.731091538,PET Good,F-Check Passed,0,0.14,B,EQ,1.917713363,3.8866423,1.742140013,,,,,Average,No,No,No,Average,,1,,,,No,3,,,,,,,Average,Average,31/10/2025,No,30.71,Good,
225,Guj. Petrosynth.,INE636P01011,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,37.15,49.92,16.92,0.006556068,PET Good,F-Check Passed,0,,X,,0.008283291,0.006723687,0.004523276,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
226,G S F C,INE026A01025,Good,-,Good,,Good,,Good,,Good,Good,0,0.111328553,17.87,17.82,17.87,,,7600.96,12138.48,9533.96,26.3440849,PET Good,F-Check Passed,0,0.05,A,EQ,49.2256136,27.1075859,12.9536158,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.85,Good,
233,Harri. Malayalam,INE544A01019,Poor,-,Poor,,Poor,,Average,,Average,Average,1,,19.93,19.93,100,ADTO in Cr,,369.2,154.13,513.91,0.391403442,PET Good,F-Check Passed,0,0.42,B,EQ,0.424951988,0.217729761,0.197166847,,,,,Poor,No,No,No,Poor,,0,No,3,,,,,Yes,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
243,Novartis India,INE234A01025,Average,-,Average,,Poor,,Average,,Average,Average,1,0.014624849,14.93,14.88,30,ADTO in Cr,,2143.28,784.96,390.09,0.754167375,PET Good,F-Check Passed,0,0.28,B,EQ,0.476782,0.348158225,0.48095215,,,Upgraded_to_Average,,Average,No,No,No,Poor,,0,No,3,,,,,Yes,2,Yes,,,Poor,Poor,31/10/2025,No,35,Good,
245,Hind.Construct.,INE549A01026,Poor,-,Poor,,Poor,,Poor,,Poor,Good,1,0.000899001,24.77,24.81,100,Promoter Pledge%,,5196.42,905.71,5603.37,26.1192716,PET Good,F-Check Passed,78.89,0.05,A,EQ,9.0539886,22.4873456,29.7511976,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Good,
247,Hindustan Motors,INE253A01025,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,26.7,26.95,100,"Shareholders Fund , ADTO in Cr , Rev",,403.34,31.9,2.25,1.958898763,PET Good,F-Check Passed,0,0.25,B,EQ,0.772521813,2.00097915,0.71562555,,,,,Poor,No,No,No,Poor,,1,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
249,Bajaj Hindusthan,INE306A01021,Poor,-,Poor,,Poor,,Poor,,Poor,Good,3,,21.85,21.85,100,"Promoter Pledge% , PET Check , F-Score",,2828.07,4235.24,5574.76,27.319116,,,100,0.07,A,EQ,12.1504774,27.7409356,15.7796586,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Good,
250,AGI Greenpac,INE415A01038,Good,-,Good,,Good,,Good,,Good,Good,0,0.017079987,22.36,22.36,22.36,,,5301.3,2097.73,2528.82,13.42861765,PET Good,F-Check Passed,0,0.09,A,EQ,13.5605807,13.2966546,6.12785165,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,36.41,Good,
251,HEG,INE545A01024,Average,-,Good,,Good,,Good,,Good,Good,0,0.02037462,21.79,21.31,30,,,11399.18,4453.77,2159.69,93.8841286,PET Good,F-Check Passed,0,0.05,A,EQ,196.4325808,39.4916622,88.7730772,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35.35,Good,
253,Hind.Composites,INE310C01029,Poor,-,Poor,,Poor,,Average,,Average,Average,1,,19.16,19.15,100,ADTO in Cr,,686.76,1084.52,325.08,0.348188793,PET Good,F-Check Passed,0,0.51,B,EQ,0.266671569,0.346277172,0.250567084,,,,,Poor,No,No,No,Poor,,0,No,3,,,,,Yes,2,No,,,Poor,Poor,31/10/2025,No,0,Good,
256,Sanofi India,INE058A01010,Good,-,Good,,Good,,Good,,Good,Good,0,0.051172728,12.5,12.5,12.5,,,11008.46,860.6,2013.2,6.59419255,PET Good,F-Check Passed,0,0.07,A,EQ,6.98106625,6.20731885,11.9347334,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,26.5,Good,
257,HLV,INE102A01024,Poor,-,Poor,,Poor,,Average,,Average,Average,1,,21.13,21.14,100,ADTO in Cr,,763.42,467.86,203.31,0.883605175,PET Good,F-Check Passed,36.49,0.25,B,EQ,0.74863225,0.440822556,0.355462556,,,,,Poor,No,No,No,Poor,,0,No,2,,,,,Yes,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
259,BirlaNu Ltd,INE557A01011,Average,-,Average,,Average,,Good,,Good,Good,0,0.002802071,14.7,14.68,30,,,1447.85,1211.45,3615.23,2.120707269,PET Good,F-Check Passed,0,0.15,B,EQ,4.151777025,1.980419,1.377690925,,,,,Average,No,No,No,Average,,1,,,,No,3,,,,,,,Average,Average,31/10/2025,No,35,Good,
262,Zensar Tech.,INE520A01027,Good,-,Good,,Good,,Good,,Good,Good,0,0.087662292,18.65,18.6,18.65,,,18135.12,4069.7,5280.6,50.167097,PET Good,F-Check Passed,0,0.04,A,EQ,29.4999311,41.1848576,33.7399312,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,32.64,Good,
265,GOCL Corpn.,INE077F01035,Poor,-,Average,,Average,,Average,,Average,Average,0,,21.46,21.37,100,,,1759.82,1576.39,554.65,5.10905575,PET Good,F-Check Passed,0,0.22,B,EQ,8.0878864,5.7396604,1.861529763,,,,,Average,No,No,No,Average,,3,,,,No,2,,,,,,,Average,Average,31/10/2025,No,0,Good,
266,Akzo Nobel,INE133A01011,Good,-,Good,,Good,,Good,,Good,Good,0,0.015794878,15.74,15.53,15.74,,,14739.12,1330.2,4091.2,15.54946991,PET Good,F-Check Passed,0,0.11,A,EQ,15.2061797,9.816021275,15.89276013,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,29.56,Good,
268,Indag Rubber,INE802D01023,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,2,,25,25,100,"ADTO in Cr , BSE symbol downgrade",ADTO in Cr,331.14,227.6,228.42,0.070847063,PET Good,F-Check Passed,0,,X,,0.055732106,0.058016844,0.074850163,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
270,India Cements,INE383A01012,Good,-,Good,,Good,,Good,,Good,Good,0,0.035026769,18.47,18.47,18.47,,,12479.56,10194.13,4148.78,26.177316,PET Good,F-Check Passed,0,0.06,A,EQ,61.7295432,25.9272528,22.0469494,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,32.51,Good,
278,Indian CardCloth,INE061A01014,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,22.62,22.6,100,"ADTO in Cr , Impact Cost , Rev",,153.49,338.25,42.03,0.49442005,PET Good,F-Check Passed,0,1.48,B,EQ,0.717362263,0.335932025,0.08819803,,,,,Poor,No,No,No,Poor,,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
281,IFB Industries,INE559A01017,Average,-,Good,,Good,,Good,,Good,Good,0,0.00727519,24.13,24.12,30,,,7569.95,841.99,6610.27,14.2767334,PET Good,F-Check Passed,0,0.11,B,EQ,20.6448521,15.4002191,13.1532477,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,38.08,Good,
283,Indian Hume Pipe,INE323C01030,Average,-,Average,,Poor,,Average,,Average,Good,1,0.000209769,22.74,22.73,30,ADTO in Cr,,1885.22,1376.67,1491.23,2.749341569,PET Good,F-Check Passed,30.69,0.2,B,EQ,1.605256238,1.343216981,0.758541216,,,,,Average,No,No,No,Poor,,2,No,3,,,,,Yes,3,Yes,Upgrade,Yes,Average,Average,31/10/2025,No,36.76,Good,
284,Linde India,INE473A01011,Good,-,Good,,Good,,Good,,Good,Good,0,0.10159339,16.66,16.66,16.66,,,51358.17,3819.94,2485.38,15.86533435,PET Good,F-Check Passed,0,0.05,A,EQ,13.4974597,11.7357089,10.394521,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,30.69,Good,
285,Aditya Bir. Nuv.,INE069A01017,Poor,-,Poor,,Poor,,Poor,,Poor,Good,1,,100,100,100,Not traded,,24595.47,14534.73,23128.95,49.4909332,PET Good,F-Check Passed,0.14,0.04,G,EQ,98.9818664,98.9818664,98.9818664,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,4/7/2017,Yes,0,Good,
287,Singer India,INE638A01035,Poor,-,Poor,,Poor,,Poor,,Average,Average,2,,22.23,22.23,100,"ADTO in Cr , BSE symbol downgrade",,462.42,158.94,431.67,0.539517925,PET Good,F-Check Passed,0,0.63,X,EQ,0.5993723,1.4403396,0.8229752,,,,,Poor,Yes,No,No,Poor,,1,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
